id,title,link,source,property_type,transaction_type,price,currency,price_type,surface,number_of_rooms,number_of_salle_de_bain,bedrooms,floor,total_floor,region,description,language,image_count,image_url,date_posted,seller_type,agency_name,has_ascenseur,has_cave,has_chauffage,has_climatisseur,has_jardin,has_meubles,has_parking,has_piscine,has_security,has_terrasse,has_vue_sur_mer
3131646,Offres de Vente à Hammam Sousse (Hammam Sousse) - Trois appartements haut standing  pour famille,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3131646&titre=Trois appartements haut standing  pour famille,Tunisie Annonce,others,Vente,700000.0,TND,fixed,500 m2,,,,,,Localisation Tunisie>Sousse>Hammam Sousse>Hammam Sousse,a vendre trois appartements haut standing a hammam sousse centre ville surface total 500 m2 composé rez de chaussé 03 chambres salon cuisine équiper salle de bain terrasse première étage composé 03 chambres salon cuisine équiper salle de bain terrasse deuxième étage composé 03 chambres salon cuisine équiper salle de bain terrasse titre de propriété,fr,1,http://www.tunisie-annonce.com/Images/Banners/pub/ecole_e12c_sofi/ecole_12c_468x60.png,2026-03-26,individual,Tél :96449326Mob :23404967Fax :23404967Mail :Envoyer un Message,False,False,False,False,False,False,False,False,False,True,False
3114188,Offres de Vente à Hammam Sousse (Hammam Sousse) - Appartement a ne pas raté,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3114188&titre=Appartement a ne pas raté,Tunisie Annonce,appartement,Vente,700000.0,TND,fixed,50 m2,,,,,,Localisation Tunisie>Sousse>Hammam Sousse>Hammam Sousse,a vendre appartement haut standing en premier étage a hammam sousse surface 50 m2 composé 01 chambre salon cuisine salle d'eau terrasse titre foncier,fr,1,http://www.tunisie-annonce.com/Images/Banners/pub/ecole_e12c_sofi/ecole_12c_468x60.png,2026-03-26,individual,Tél :96449326Mob :23404967Fax :23404967Mail :Envoyer un Message,False,False,False,False,False,False,False,False,False,True,False
3454783,Offres de Vente à Nouvelle Ariana (Ariana Ville) - Villa  à la nouvelle ariana,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3454783&titre=Villa  à la nouvelle ariana,Tunisie Annonce,maison,Vente,395000.0,TND,fixed,313 m2,,,,,,Localisation Tunisie>Ariana>Ariana Ville>Nouvelle Ariana,"l'agence immobilière relasser met à votre disposition la vente d'une villa sise à la nouvelle ariana du gouvernorat ariana. le rez-de-chaussée est composé d'un salon spacieux, 4 chambres à coucher, une cuisine , une salle de bain, une grande terrasse et un garage.le 1er étage est composé d'un salon ,3 chambres à coucher , une cuisine et une salle de bain .superficie du terrain: 313 m2 .titre foncier.prix : 790 mille dinars .pour plus d'informations veuillez nous contacter au+216 20 015 980+216 71 351 875",fr,2,"http://www.tunisie-annonce.com/Images/Banners/pub/ecole_e12c_sofi/ecole_12c_468x60.png,http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/59274_20260326_134933.jpg",2026-03-26,agency,agence immobiliére11avenue habib thameur - TunisTél :+216 71 351 875Mob :+216 20 015 980Fax :+216 71 348 693Mail :Envoyer un Message,False,False,False,False,False,False,True,False,False,True,False
3426525,Offres de Vente à Rohia (Rohia) - Hammam  maison  garage,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3426525&titre=Hammam  maison  garage,Tunisie Annonce,maison,Vente,930000.0,TND,fixed,450 m2,,,,,,Localisation Tunisie>Siliana>Rohia>Rohia,"hammam + maison + garage : bâtis sur un terrain de 450 m2situé au centre-ville de rouhia gouvernorat de siliana. bénéficiant dun bon emplacement dans une zone animée (donnant sur 3 rues principales). ce local convient parfaitement à une activité commerciale (agence bancaire, magasin, centre médical, et des appartements en dessus). idéal pour un investissement rentable. situation foncière en règle. prix légèrement négociable pour les sérieux.prix 930.000,000 dinarstél. 93.951.263",fr,1,http://www.tunisie-annonce.com/Images/Banners/pub/ecole_e12c_sofi/ecole_12c_468x60.png,2026-03-26,individual,Tél :+216 93 951 263Mob :+216 93 951 263Fax :+216 93 951 263Mail :Envoyer un Message,False,False,False,False,False,False,True,False,False,False,False
3329624,Offres de Vente à Utique (Utique) - Projet complet d'une maison d'hôte,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3329624&titre=Projet complet d,Tunisie Annonce,others,Vente,4500000.0,TND,fixed,25 000 m2,,,,,,Localisation Tunisie>Bizerte>Utique>Utique,"25000 mètre carré couvert 900 m2 9chambres luxe deux appartements privées luxe open space.capacités 30 personnes cuisine pro équipé studio pour gardien parking 22 caméra de surveillance sondage ,des plante et des arbres, espace de jeux pour enfants.les papiers en règle.",fr,6,"http://www.tunisie-annonce.com/Images/Banners/pub/ecole_e12c_sofi/ecole_12c_468x60.png,http://www.tunisie-annonce.com/upload2/202407/tunisie-annonce.com/photos/739017_20240712_123701.jpg,http://www.tunisie-annonce.com/upload2/202407/tunisie-annonce.com/photos/739017_20240712_123735.jpg,http://www.tunisie-annonce.com/upload2/202407/tunisie-annonce.com/photos/739017_20240712_123811.jpg,http://www.tunisie-annonce.com/upload2/202407/tunisie-annonce.com/photos/739017_20240712_123840.jpg,http://www.tunisie-annonce.com/upload2/202407/tunisie-annonce.com/photos/739017_20240712_123913.jpg",2026-03-26,individual,Tél :48028002Mob :48028002Fax :48028002Mail :Envoyer un Message,False,False,False,False,False,False,True,False,True,False,False
3454782,Offres de Vente à Cite Ennasr 1 (Ariana Ville) - Place de parking sous sol ennasr ariana,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3454782&titre=Place de parking sous sol ennasr ariana,Tunisie Annonce,others,Vente,395000.0,TND,fixed,,,,,,,Localisation Tunisie>Ariana>Ariana Ville>Cite Ennasr 1,"place de parking ennasrune place de parking située dans une résidence sécurisée à ennasr, dans un emplacement stratégique proche de toutes commodités.proche de centre médical violette et clinique amilcaremplacement en sous-solaccès facile et sécurisérésidence gardée / avec portail automatiqueidéal pour habitants ou investissement locatifquartier très demandé avec manque de stationnementlocalisation : ennasr (zone recherchée)pour plus dinformations ou visite, contactez 92328143",fr,2,"http://www.tunisie-annonce.com/Images/Banners/pub/ecole_e12c_sofi/ecole_12c_468x60.png,http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/793695_20260326_133216.jpg",2026-03-26,individual,Tél :92328143Mail :Envoyer un Message,False,True,False,False,False,False,True,False,False,False,False
3454774,Offres de Vente à Oued Ellil (Oued Ellil) - Appartements neufs foprolos 2 à oued ellil,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3454774&titre=Appartements neufs foprolos 2 à oued ellil,Tunisie Annonce,appartement,Vente,159960.0,TND,fixed,1 m2,,,,,,Localisation Tunisie>Manouba>Oued Ellil>Oued Ellil,"l'agence immobilière relasser vous propose à vendre des appartements de type foprolos 2 dans une résidence calme moderne propre et bien sécurisé avec des caméras de surveillance sise à oued ellil chebbaou du gouvernorat la manouba, composé d'un salon, 2 pièces, une cuisine équipée, une salle de bain, un balcon et un séchoir. la superficie allant de 86 m2 jusqu'à 88 m2. marbre thala, fenêtre en aluminium, robinetterie 1er choix, carrelage granito marbré, parabole commune dressing .autofinancement 10% taux dintérêt fixe de 1 % à 7 % , 3 ans de grâce et subvention d'état .les prix entre 159.960 md et 163.680 mdremise des clés immédiatepour plus dinformations veuillez nous contacter au+216 20 015 980+216 71 351 875.",fr,2,"http://www.tunisie-annonce.com/Images/Banners/pub/ecole_e12c_sofi/ecole_12c_468x60.png,http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/59274_20260326_133608.jpg",2026-03-26,agency,agence immobiliére11avenue habib thameur - TunisTél :+216 71 351 875Mob :+216 20 015 980Fax :+216 71 348 693Mail :Envoyer un Message,False,False,False,False,False,False,False,False,True,True,False
3249466,Offres de Vente à Khezama Ouest (Sousse Jaouhara) - Appts  s3 à khézama ouest,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3249466&titre=Appts  s3 à khézama ouest,Tunisie Annonce,appartement,Vente,350000.0,TND,fixed,180 m2,,,,,,Localisation Tunisie>Sousse>Sousse Jaouhara>Khezama Ouest,"deux appartements s+3 aux 1er et 2ème étage , entrée indépendante situés àkhézama ouest , appartements d'une superficie de 180 m2 chaque appartementcomprenant un salon , salle à manger , 3 chambres , salle de bain , cuisinesalle d'eau chauffage central , prix 350 000 dt pour celui du 1er étage et 400 000 dt celui du 2ème étage .infos et visite contactez l'immobilière du lach-sousse au +216 73 370 942 où +216 99 904 113 et +216 23 713 406.",fr,6,"http://www.tunisie-annonce.com/Images/Banners/pub/ecole_e12c_sofi/ecole_12c_468x60.png,http://www.tunisie-annonce.com/upload2/202309/tunisie-annonce.com/photos/6321_20230925_122654.jpg,http://www.tunisie-annonce.com/upload2/202309/tunisie-annonce.com/photos/6321_20230925_122733.jpg,http://www.tunisie-annonce.com/upload2/202309/tunisie-annonce.com/photos/6321_20230925_122753.jpg,http://www.tunisie-annonce.com/upload2/202309/tunisie-annonce.com/photos/6321_20230925_122835.jpg,http://www.tunisie-annonce.com/upload2/202309/tunisie-annonce.com/photos/6321_20230925_123041.jpg",2026-03-26,agency,Agence Immobiliére du lacRue El Maamoun4011 KANTAOUI - HAMMAM SOUSSETél :+216 73 370 942Mob :+216 99 904 113Fax :+216 73 370 942Mail :Envoyer un Message,False,False,True,False,False,False,False,False,False,False,False
3404860,Offres de Vente à Chatt Meriem (Akouda) - Folla appart s plus 1 vue mer,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3404860&titre=Folla appart s plus 1 vue mer,Tunisie Annonce,appartement,Vente,400000.0,TND,fixed,50 m2,,,,,,Localisation Tunisie>Sousse>Akouda>Chatt Meriem,"lagence immobilière du lac met en vente un joyau appartement à la résidence folla à chott-meriem. appartement standing , de surface habitable 50 m2, composé d'un lumineux salon avec balcon spacieux, cuisine à l'américaine équipée, le tout à létat neuf, sune chambre , salle de douche, place de parking au sous-sol climatisation réversible. prix demandé 400 000 dt légèrement négociable.la résidence folla est embellie par 6 piscines à leau de mer, avec bassins enfants avec des caméras de surveillance accessibles depuis la tv de l'appartement - spa avec hammam, massages, soins divers, salle de sports, piscine couverte, salon de coiffure et esthétique prix très abordables. - 2 restaurants - café, café maure - salle de jeu - supérette ouverte toute la journée - aire de jeux pour les enfants - transats, parasols dans toute la résidence et sur la plage. - protection uv au-dessus des bassins pour enfants. infos et visite contactez l'immobilière du lac h-sousse au +216 73 370 942 où +216 99 904 113 et +216 23 713 406.",fr,4,"http://www.tunisie-annonce.com/Images/Banners/pub/ecole_e12c_sofi/ecole_12c_468x60.png,http://www.tunisie-annonce.com/upload2/202505/tunisie-annonce.com/photos/6321_20250529_134628.jpg,http://www.tunisie-annonce.com/upload2/202505/tunisie-annonce.com/photos/6321_20250529_134706.jpg,http://www.tunisie-annonce.com/upload2/202505/tunisie-annonce.com/photos/6321_20250529_134736.jpg",2026-03-26,agency,Agence Immobiliére du lacRue El Maamoun4011 KANTAOUI - HAMMAM SOUSSETél :+216 73 370 942Mob :+216 99 904 113Fax :+216 73 370 942Mail :Envoyer un Message,False,True,False,True,False,False,True,True,True,True,True
3454775,Offres de Vente à Beni Khalled (Beni Khalled) - Terrain à beni khalled idéal pour investir,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3454775&titre=Terrain à beni khalled idéal pour investir,Tunisie Annonce,others,Vente,144000.0,TND,fixed,659 m2,,,,,,Localisation Tunisie>Nabeul>Beni Khalled>Beni Khalled,"terrain à vendre dune superficie de 659 m2 situé à beni khalled, route del menzah, à 70 m de la route principale. il se trouve à 500 m du lycée, à 450 m dun terrain de football, à 470 m de la mosquée omar ibn al-khattab et à 800 m du centre-ville de beni khalled.le terrain est divisé en deux lots adjacents sur la largeur :le premier lot a une superficie de 334 m2le second lot a une superficie de 325 m2remarque : ce terrain est destiné à un usage résidentiel ou à un projet dinvestissement pour la construction en vue de la location.prix du mètre carré : 220 dinars.leau, lélectricité et le gaz naturel sont disponibles devant le terrain (façade de 12 m).pour plus dinformations, veuillez contacter le propriétaire au numéro suivant : 22459783",fr,3,"http://www.tunisie-annonce.com/Images/Banners/pub/ecole_e12c_sofi/ecole_12c_468x60.png,http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/793679_20260325_015625.jpg,http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/793679_20260325_015702.jpg",2026-03-26,individual,Mob :+216 22 459 783Mail :Envoyer un Message,False,False,False,False,False,False,False,False,False,False,False
3454772,Offres de Vente à El Aouina (La Marsa) - S1 direct promoteur,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3454772&titre=S1 direct promoteur,Tunisie Annonce,appartement,Vente,240000.0,TND,fixed,75 m2,,,,,,Localisation Tunisie>Tunis>La Marsa>El Aouina,"à vendre s1 direct promoteur clés en mainexcellente opportunité pour habitation ou investissement locatif à cite el wahat el aouinacaractéristiques :salon spacieux avec accès à un balconcuisine équipée et aménagéechambre à coucher avec dressingsalle de douche moderneachat direct promoteurfrais denregistrement réduits à 1%appartement neuf, jamais habitéremise des clés immédiaterésidence récente et sécuriséeplace de parking au sous-sol sur demandesuperficie : 75 m2emplacement proche de toutes commoditéscontact : 55266656/99346095",fr,2,"http://www.tunisie-annonce.com/Images/Banners/pub/ecole_e12c_sofi/ecole_12c_468x60.png,http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/793067_20260326_130156.jpg",2026-03-26,individual,Tél :55266656Mob :55266656Mail :Envoyer un Message,False,True,False,False,False,False,True,False,False,True,False
3383619,Offres de Vente à Zone urbaine nord (Cite El Khadra) - Appartement en s1 sup 80 mbau centre urbain nord,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3383619&titre=Appartement en s1 sup 80 mbau centre urbain nord,Tunisie Annonce,appartement,Vente,265000.0,TND,fixed,80 m2,,,,,,Localisation Tunisie>Tunis>Cite El Khadra>Zone urbaine nord,go immo centre urbain nord vous propose la vente d' un appartement moderne sup 80 m2 proche de toutes les commodités au centre urbain nord.l' entrée donne sur un salon lumineux dans la continuité une cuisine aménagée et ouvrant sur un séchoir chambre à coucher avec dressing et une salle de bain.l' appartement est équipé par la climatisation en split système et le chauffage central.une place de parking aux sous-sol,fr,5,"http://www.tunisie-annonce.com/Images/Banners/pub/ecole_e12c_sofi/ecole_12c_468x60.png,http://www.tunisie-annonce.com/upload2/202502/tunisie-annonce.com/photos/785631_20250214_111145.jpg,http://www.tunisie-annonce.com/upload2/202502/tunisie-annonce.com/photos/785631_20250214_111200.jpg,http://www.tunisie-annonce.com/upload2/202502/tunisie-annonce.com/photos/785631_20250214_111212.jpg,http://www.tunisie-annonce.com/upload2/202502/tunisie-annonce.com/photos/785631_20250214_111253.jpg",2026-03-26,individual,Tél :55989877Mob :53888080Fax :53888080Mail :Envoyer un Message,False,True,True,True,False,False,True,False,False,False,False
3448210,Offres de Vente à Cite Jardins (Cite El Khadra) - Villa à cité jardins,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3448210&titre=Villa à cité jardins,Tunisie Annonce,maison,Vente,265000.0,TND,fixed,750 m2,,,,,,Localisation Tunisie>Tunis>Cite El Khadra>Cite Jardins,"sweet home met en vente une villa située à cité jardins, édifiée sur un terrain de 750 m2 avec une superficie bâtie de 400 m2.la villa se distingue par son emplacement privilégié dans un quartier calme et recherché, ainsi que par ses nombreuses possibilités daménagement. grâce à sa grande superficie, elle est idéale pour un investisseur souhaitant développer un projet résidentiel, commercial ou locatif.prix de vente : 2 900 000 dtpour visitez ou demande dinformations supplémentaires contactez nous au : +216 22 888 008 / +216 20 047 704 ( whatsapp ) .",fr,2,"http://www.tunisie-annonce.com/Images/Banners/pub/ecole_e12c_sofi/ecole_12c_468x60.png,http://www.tunisie-annonce.com/upload2/202601/tunisie-annonce.com/photos/493871_20260128_145330.jpg",2026-03-26,individual,sweethome2 rue hassen ibn inoomen alain savaryTél :28047983Mob :28047983Mail :Envoyer un Message,False,False,False,False,True,False,False,False,False,False,False
